"crypto_fullname","crypto_nrc","gender","programme_as_admitted","school_abbr","school"
"46fab85a","597bc3b6","F","BACHELOR OF SCIENCE IN MIDWIFERY","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"026a56b5","eaea56fb","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9e3d9629","8d79960e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3ff2dda0","a53110e7","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"a3eacacf","d3795a80","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"755fe00f","bcd64dbc","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3233e32a","aabc3bc4","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a0519692","dfe462a3","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2145cabb","695d5264","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d5904151","2a13348b","M","BACHELOR OF SCIENCE - NRS","NS","SCHOOL OF NATURAL SCIENCES"
"6ce22233","c3163fbb","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9ee9b60b","ca569fd4","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"3eb88767","a7fa844b","M","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"a1c59f45","14fb0c07","M","BACHELOR OF SCIENCE IN RADIOGRAPHY (DIAGNOSTICS/THERAPEUTIC)","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"8d86b3a0","b24555f3","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"8d86b3a0","b24555f3","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"b668fd7d","a78d09b5","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"b668fd7d","a78d09b5","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"f502c43c","d9de6134","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"f502c43c","d9de6134","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"89dbd0ad","b5bf5522","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5aef2a6b","49709818","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"836cc4fe","579328e2","F","BACHELOR OF ARTS WITH EDUCATION","Education","SCHOOL OF EDUCATION"
"a6a41132","6a708301","M","BACHELOR OF SCIENCE IN MIDWIFERY","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"6baf721a","9c1db778","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"bf6f4f31","7c009908","M","BACHELOR OF EDUCATION(SECONDARY)MATH & SC.","Education","SCHOOL OF EDUCATION"
"35f48f39","7cd53dd2","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"5462c9cc","5b86a4d2","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"3d8156f9","ec1d62b0","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9f1f9a89","e8a8949e","M","BACHELOR OF SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"60b678c9","dd8745ff","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"12d305eb","db42b16c","F","BACHELOR OF SOCIAL WORK","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"083cf6d4","bf34756d","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"e9250f80","ccb3e767","M","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"64cc57fe","7043a920","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"d2700851","60f42e81","F","BACHELOR OF SOCIAL WORK","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"59431355","b08843e1","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e9f183bf","ff4e06b8","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"59e37e91","735761e5","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"913e3491","8efa8ad1","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e7a78e9d","a86a41a9","F","BACHELOR OF SOCIAL WORK","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"9745e121","3c8d939a","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"29b1905d","57b4cf1c","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"cc7da4bb","ab6aab21","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"da84b668","072b050e","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"fe9c47e2","938f9e41","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"3e1f2ea9","83bc6384","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"78f9b009","14e7e43f","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f3f828ae","4f0a147e","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"1becf86e","a4ead62e","F","BACHELOR OF EDUCATION(SOCIOLOGY OF EDUC.)","Education","SCHOOL OF EDUCATION"
"e87947e2","60df0406","F","BACHELOR OF MEDIA AND JOURNALISM STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"2a6ada60","111c128e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"250f4065","a560f07e","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"98327823","63373781","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"68196230","c8cccbb4","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"7004c00c","bc23e769","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e1265c45","15baa4e3","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"0a1781e3","b1ff3dad","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"81106e80","fd1edacc","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"6ecec356","f0a06370","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a6ce9220","ebf94a15","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"81abf7ba","6348fd1a","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"81abf7ba","6348fd1a","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"0240698d","567a4628","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"5fa18e09","1d143d87","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f1ba2fc6","ab0e5846","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"3589c072","e11244d5","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"e8d15600","755bca43","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"873902dd","ebbe8d6a","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"052ea2b0","7dda5fd6","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"5e08cd8e","6eb428df","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"fef059d8","048e98d0","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"29b8e8ba","c493c10d","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"c66ebeab","f449f1e9","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5ea3aa43","b8c87709","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"bf24cdf1","f31ad864","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"c275de4e","d020b591","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3b9e48ec","91690020","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"b756e467","9c95452d","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"b756e467","9c95452d","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"b756e467","9c95452d","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"3ad9480c","23595037","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8ac2738f","9d3b60a8","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"858c6564","5e6aa6cb","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2fd15756","c32b6dd7","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6a1c0f9f","9d3a1b98","M","BACHELOR OF SCIENCE IN RADIOGRAPHY (DIAGNOSTICS/THERAPEUTIC)","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"c2402a9c","051a04fa","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"ed0470c0","39c914f5","F","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"50be4439","f8f7a65e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5753cff3","db9a9d1a","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"50eca8fa","c73cc545","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"29ffe6b1","30c0d76d","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"cd0e62cc","d173e0f7","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"10f62a88","e993552d","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7ba55668","5b03bb8b","F","BACHELOR OF SCIENCE IN PHYSIOTHERAPY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"4e705240","92d0e660","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"63764b68","17ca0184","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"cd4daf0a","57cc9b51","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"21f8ab28","f6b27cf0","F","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"ac0129bd","1943a32d","F","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"63940d81","e684a760","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2e0f475c","5785c144","M","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"01c63038","64f4ee6d","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"01c63038","64f4ee6d","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"99fb3a50","7fa3beb5","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"c8f10aa1","06fc51a5","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"c8f10aa1","06fc51a5","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"a61610cc","376e3ed3","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"62764ea2","809e003b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"57542d17","1440b4c1","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"21cdedcf","3a52c50c","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"b75116f6","37ab140a","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"26da7dd2","09e0d94c","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"da33a9d5","aafd4628","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d8e9bc97","67a124de","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"96f32007","1cdba906","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"ce1c6cbb","abc58ec4","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"a6eeeb51","e3a673a5","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"cef507d0","b901711c","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d2a99bb2","be445193","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"f7f15769","61dbfd35","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3ea300c1","a06dd40b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"947c4cc1","b5e9227a","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"efd862b4","5a2c3471","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"491bf5db","70e75e53","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"4a82fbec","7bb1d3d8","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"7bf4c697","bfb481ab","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"619fa471","5a1107d7","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"76478117","7565034c","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"05c5138e","4b990afa","F","BACHELOR OF SCIENCE HUMAN NUTRITION","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"1fb44ab3","f3f959aa","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"e4ba7739","215be0b3","F","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"f1d52969","a59df80b","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"37e976ec","569b68c6","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"545bf608","5d1262a1","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e234f437","e7570244","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"de7196a9","a82bacae","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"767ed153","1cb0a33c","M","BACHELOR OF SCIENCE IN RADIOGRAPHY (DIAGNOSTICS/THERAPEUTIC)","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"1d07c214","23db62d7","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"e81a12dc","d9676f9c","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"b5452648","aaa2e339","M","BACHELOR OF EDUCATION (ENVIRONMENTAL EDUCATION)","Education","SCHOOL OF EDUCATION"
"b828bfb1","aadacde0","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"b828bfb1","aadacde0","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"295ea77b","31703ea0","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"913dcbf6","dc21b22e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"c4fba145","b0805788","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"cf67aba6","b64962dd","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"a34152f5","d34f840c","F","BACHELOR OF SCIENCE IN MIDWIFERY","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"8ed51591","b4d684b3","M","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"4ca664d0","d73fdf3f","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3f397a48","9de1da15","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"571f6f21","2745f36e","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"0d697652","dcfe39a7","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"03cfdfe6","b12ebab7","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"b99207c5","66aa0194","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f07616cf","bc9c0e0c","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"315b6fb7","64c20583","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"23699227","217afc9f","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6cabd5dc","2b27d0dc","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"52b96fdb","974f4dc3","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"19aae45b","b840d721","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6fc076fd","bb9af88c","M","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"a707e109","fbc693ba","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"086f0903","732b4ba4","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"85918733","545d44f8","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"85918733","545d44f8","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"4ae80bad","41b8e190","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"c6300dd7","0101560a","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"88a3fd1f","b0128eed","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"ba873ab5","a503431e","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"0a26e8ed","205649de","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e5023736","10a183fe","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"cbdc8f79","1985412e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"0d0497bc","596d777b","M","BACHELOR OF INFORMATION AND COMMUNICATION TECHNOLOGIES WITH EDUCATION (B.ICTs.Ed)","Education","SCHOOL OF EDUCATION"
"b43a6cce","423c4b62","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"470e5ba2","3edb177d","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"f0e40ce9","16b64ffb","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"0ff6947b","4f5a9f34","F","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"f92a4d76","3660ce78","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"936e113f","50941fe4","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"dd114a5b","1cd1950f","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"e037c7bf","ef4fcc1b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7f0aaf2a","3c35a11d","M","BACHELOR OF SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"c902a316","76a33fba","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"88e355bd","4bb45458","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"848b4ee2","3f0624ef","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b38e17f9","7b5800f7","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9da9128a","e2252045","M","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"9b09188b","a495828e","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"eacdf2c9","cb18c87d","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5ba6f050","112ba919","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"0df360fb","8b9f4086","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4d774fac","300e5af8","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"4d774fac","300e5af8","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"ed9b89aa","361c4fc6","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"aec0767d","24405250","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"4cabaf1d","6fda7d44","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"1ddd9e97","164a2111","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"42d0e110","2de0db73","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"002c0b1b","36cab8c2","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"90bb4fd0","176b3ae6","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9d146658","b0c27942","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"8b3fce9c","4276e7f3","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"33a07674","2110a144","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"4d303e48","758accc5","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"1be62a38","19c1e1e1","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2f7ce0ea","57fd0071","F","BACHELOR OF FOOD SCIENCE AND TECHNOLOGY","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"a3ab2236","edbee1a4","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"eb73292a","7a47fd63","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"eb73292a","7a47fd63","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"127179e8","58e0215b","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"0a56d792","08f652c5","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"339eeb38","3b4e8f16","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4677240e","14f9cc24","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"f718e7cf","95253102","M","BACHELOR OF SCIENCE IN PHYSIOTHERAPY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"f5466142","d7a86904","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"50f0e1ab","58b39f84","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2f470a45","a2d7ba09","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
